pg_id,name,city,locality,rent_monthly,sharing_type,ac,wifi,food_included,food_type,description
PG006390,Star View Homestay PG,Gurgaon,Sushant Lok,19000,Double,Yes,Yes,Yes,Veg,"Star View Homestay PG is a double-sharing PG located in Sushant Lok, Gurgaon, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Libero corporis temporibus tempore fugit repellendus voluptatibus quae. Ideal for students looking for a premium stay near Sushant Lok."
PG006391,Green Leaf Boys Hostel,Mumbai,Powai,18500,Double,Yes,Yes,Yes,Non-Veg,"Green Leaf Boys Hostel is a double-sharing PG located in Powai, Mumbai, offering air-conditioned rooms, high-speed WiFi, and non-veg meals included. Officiis temporibus pariatur possimus possimus aliquam odio corrupti laudantium magni exercitationem itaque cupiditate officiis odio asperiores. Ideal for girls looking for a premium stay near Powai."
PG006392,Star View Homestay PG,Pune,Kothrud,15600,Double,Yes,Yes,Yes,Veg,"Star View Homestay PG is a double-sharing PG located in Kothrud, Pune, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Voluptas vel voluptates voluptatum corrupti aut consectetur adipisci ipsa doloremque qui iste doloremque fuga. Ideal for girls looking for a premium stay near Kothrud."
PG006393,Sai Co-living Space,Chennai,T Nagar,5600,Dorm,No,Yes,No,None,"Sai Co-living Space is a dorm-sharing PG located in T Nagar, Chennai, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Numquam maiores unde maxime fugiat porro illum commodi harum dolorum excepturi illum officia quod soluta. Ideal for working professionals looking for a budget-friendly stay near T Nagar."
PG006394,Metro Homestay PG,Hyderabad,Kondapur,14200,Double,Yes,Yes,Yes,None,"Metro Homestay PG is a double-sharing PG located in Kondapur, Hyderabad, offering air-conditioned rooms, high-speed WiFi, and none meals included. Corrupti dolore laboriosam libero doloremque quia quibusdam odit sint dolores et reiciendis hic assumenda odit. Ideal for co-living looking for a premium stay near Kondapur."
PG006395,Elite PG for Co-living,Kochi,Vytilla,9700,Triple,No,Yes,Yes,Non-Veg,"Elite PG for Co-living is a triple-sharing PG located in Vytilla, Kochi, offering naturally ventilated rooms, high-speed WiFi, and non-veg meals included. Repudiandae sapiente labore numquam nam officiis aliquid fugiat omnis fugiat amet sed. Ideal for boys looking for a premium stay near Vytilla."
PG006396,Urban Co-living Space,Bangalore,HSR Layout,9300,Triple,No,Yes,No,None,"Urban Co-living Space is a triple-sharing PG located in HSR Layout, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Quas suscipit ad fuga velit in modi quam dolorem modi eaque quo voluptatem optio asperiores. Ideal for students looking for a premium stay near HSR Layout."
PG006397,Golden Nest PG for Students,Delhi,Rohini,12700,Double,No,Yes,No,None,"Golden Nest PG for Students is a double-sharing PG located in Rohini, Delhi, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Necessitatibus expedita rerum vel earum tempora fuga pariatur amet et praesentium suscipit perspiciatis ad. Ideal for boys looking for a premium stay near Rohini."
PG006398,Green Leaf PG for Co-living,Pune,Viman Nagar,14300,Double,Yes,Yes,No,None,"Green Leaf PG for Co-living is a double-sharing PG located in Viman Nagar, Pune, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Quod fuga veritatis assumenda nihil tempora deserunt pariatur exercitationem unde optio itaque. Ideal for students looking for a premium stay near Viman Nagar."
PG006399,Cosy Corner Girls Hostel,Delhi,Dwarka,16100,Double,No,Yes,Yes,Non-Veg,"Cosy Corner Girls Hostel is a double-sharing PG located in Dwarka, Delhi, offering naturally ventilated rooms, high-speed WiFi, and non-veg meals included. Totam officiis voluptate iure veniam illo perferendis autem ullam voluptatum delectus ea officiis illo. Ideal for co-living looking for a premium stay near Dwarka."
PG006400,Silver Oak Co-living Space,Noida,Sector 62,6700,Triple,No,Yes,No,None,"Silver Oak Co-living Space is a triple-sharing PG located in Sector 62, Noida, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Quia at sit officiis earum iure minus non facere quos dolorem. Ideal for girls looking for a budget-friendly stay near Sector 62."
PG006401,Urban Homestay PG,Hyderabad,Kukatpally,12100,Double,No,Yes,Yes,Non-Veg,"Urban Homestay PG is a double-sharing PG located in Kukatpally, Hyderabad, offering naturally ventilated rooms, high-speed WiFi, and non-veg meals included. Aliquam eaque magni rem qui beatae consequatur quis architecto autem repudiandae error temporibus. Ideal for working professionals looking for a premium stay near Kukatpally."
PG006402,Blue Bell Girls Hostel,Kolkata,Behala,15700,Single,Yes,Yes,No,None,"Blue Bell Girls Hostel is a single-sharing PG located in Behala, Kolkata, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Voluptate autem natus neque incidunt ducimus suscipit. Ideal for boys looking for a premium stay near Behala."
PG006403,Comfort Residency,Bangalore,BTM Layout,21500,Single,No,Yes,Yes,Both,"Comfort Residency is a single-sharing PG located in BTM Layout, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Ad provident quasi reprehenderit minima debitis iusto nihil rem officiis cum. Ideal for co-living looking for a premium stay near BTM Layout."
PG006404,Green Leaf Residency,Kolkata,Park Street,14000,Double,Yes,No,Yes,Veg,"Green Leaf Residency is a double-sharing PG located in Park Street, Kolkata, offering air-conditioned rooms, no in-room WiFi, and veg meals included. Minus dignissimos accusantium quos quae vitae assumenda velit cupiditate delectus nostrum temporibus dicta quidem. Ideal for boys looking for a premium stay near Park Street."
PG006405,Nova Girls Hostel,Mumbai,Thane,24700,Single,No,Yes,Yes,Both,"Nova Girls Hostel is a single-sharing PG located in Thane, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Molestiae sint ratione voluptatem quia maiores ratione expedita dolore laboriosam perspiciatis labore explicabo optio amet sint. Ideal for students looking for a premium stay near Thane."
PG006406,Star View PG for Working Professionals,Kolkata,Salt Lake,9400,Dorm,Yes,Yes,Yes,Both,"Star View PG for Working Professionals is a dorm-sharing PG located in Salt Lake, Kolkata, offering air-conditioned rooms, high-speed WiFi, and both meals included. Ullam at modi quo occaecati nisi consequuntur tempore labore illum. Ideal for working professionals looking for a premium stay near Salt Lake."
PG006407,Golden Nest PG for Boys,Pune,Hadapsar,19600,Single,No,Yes,Yes,Veg,"Golden Nest PG for Boys is a single-sharing PG located in Hadapsar, Pune, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Provident ab sit sed eaque nisi laboriosam ut dolorum eveniet amet occaecati. Ideal for students looking for a premium stay near Hadapsar."
PG006408,Prime Co-living Space,Pune,Viman Nagar,15500,Double,Yes,Yes,Yes,Both,"Prime Co-living Space is a double-sharing PG located in Viman Nagar, Pune, offering air-conditioned rooms, high-speed WiFi, and both meals included. Necessitatibus dolorum facere dolorum ut impedit distinctio rerum iste atque porro perferendis. Ideal for working professionals looking for a premium stay near Viman Nagar."
PG006409,Blue Bell Residency,Delhi,Mukherjee Nagar,13000,Triple,No,Yes,Yes,Veg,"Blue Bell Residency is a triple-sharing PG located in Mukherjee Nagar, Delhi, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Aut maxime harum deleniti exercitationem iusto illo. Ideal for students looking for a premium stay near Mukherjee Nagar."
PG006410,Comfort Nest,Ahmedabad,Satellite,9000,Triple,No,Yes,Yes,Non-Veg,"Comfort Nest is a triple-sharing PG located in Satellite, Ahmedabad, offering naturally ventilated rooms, high-speed WiFi, and non-veg meals included. Accusamus corporis voluptate quo libero consequuntur sapiente veritatis nemo facere excepturi enim nemo iusto. Ideal for students looking for a premium stay near Satellite."
PG006411,Silver Oak Girls Hostel,Mumbai,Borivali,17500,Double,No,Yes,Yes,Veg,"Silver Oak Girls Hostel is a double-sharing PG located in Borivali, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Assumenda consequuntur est distinctio nulla aut iste tempora cum amet nostrum architecto consequuntur. Ideal for co-living looking for a premium stay near Borivali."
PG006412,Skyline Residency,Pune,Hadapsar,18600,Single,No,Yes,Yes,Veg,"Skyline Residency is a single-sharing PG located in Hadapsar, Pune, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Tenetur eligendi voluptates expedita quo at quia iusto dolorum consequatur doloremque magni dicta. Ideal for students looking for a premium stay near Hadapsar."
PG006413,Star View Homestay PG,Noida,Sector 62,13000,Double,No,Yes,Yes,Veg,"Star View Homestay PG is a double-sharing PG located in Sector 62, Noida, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Culpa illum mollitia inventore reprehenderit quaerat similique laboriosam illum magnam culpa iusto tempora vero corrupti voluptas. Ideal for students looking for a premium stay near Sector 62."
PG006414,Royal PG for Co-living,Pune,Wakad,15400,Double,Yes,Yes,No,None,"Royal PG for Co-living is a double-sharing PG located in Wakad, Pune, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Eius laboriosam doloribus fuga odio veritatis minus expedita voluptate voluptatum soluta quo nihil perspiciatis odio soluta. Ideal for girls looking for a premium stay near Wakad."
PG006415,Shanti Boys Hostel,Bangalore,Indiranagar,15100,Double,No,Yes,No,None,"Shanti Boys Hostel is a double-sharing PG located in Indiranagar, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Incidunt fugit cum dolorem iure ea molestiae deleniti pariatur nihil delectus saepe illum tempore. Ideal for boys looking for a premium stay near Indiranagar."
PG006416,Zenith Residency,Delhi,Dwarka,15400,Double,No,Yes,Yes,Non-Veg,"Zenith Residency is a double-sharing PG located in Dwarka, Delhi, offering naturally ventilated rooms, high-speed WiFi, and non-veg meals included. Dolore facere vero rem deleniti tenetur eaque cupiditate hic nobis. Ideal for girls looking for a premium stay near Dwarka."
PG006417,Sai Nest,Pune,Hinjewadi,17400,Single,No,Yes,No,None,"Sai Nest is a single-sharing PG located in Hinjewadi, Pune, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Fuga iusto in molestiae vel culpa amet qui at saepe eaque ratione voluptates similique neque quia. Ideal for girls looking for a premium stay near Hinjewadi."
PG006418,Metro Co-living Space,Kolkata,Behala,10900,Dorm,Yes,Yes,Yes,Veg,"Metro Co-living Space is a dorm-sharing PG located in Behala, Kolkata, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Accusantium ducimus mollitia reprehenderit non deleniti ratione assumenda reiciendis id est rerum veniam cumque. Ideal for girls looking for a premium stay near Behala."
PG006419,Star View Homestay PG,Chennai,Adyar,16300,Single,No,Yes,Yes,Non-Veg,"Star View Homestay PG is a single-sharing PG located in Adyar, Chennai, offering naturally ventilated rooms, high-speed WiFi, and non-veg meals included. Reprehenderit voluptatibus cum at dolorum eligendi eaque nostrum magni repellendus laboriosam sed commodi atque consequuntur. Ideal for students looking for a premium stay near Adyar."
PG006420,Sai Boys Hostel,Delhi,Laxmi Nagar,12900,Double,No,No,No,None,"Sai Boys Hostel is a double-sharing PG located in Laxmi Nagar, Delhi, offering naturally ventilated rooms, no in-room WiFi, and no meal plan (self-cooking allowed). Hic maxime deleniti soluta repudiandae animi accusamus nobis iure modi consequatur porro vero neque esse. Ideal for working professionals looking for a premium stay near Laxmi Nagar."
PG006421,Green Leaf Nest,Indore,Rau,6900,Dorm,No,Yes,Yes,Veg,"Green Leaf Nest is a dorm-sharing PG located in Rau, Indore, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Quibusdam exercitationem vitae facilis voluptatibus quidem eaque repudiandae quae ut commodi laudantium. Ideal for girls looking for a budget-friendly stay near Rau."
PG006422,Sai Boys Hostel,Delhi,Dwarka,12800,Triple,Yes,Yes,Yes,Veg,"Sai Boys Hostel is a triple-sharing PG located in Dwarka, Delhi, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Aspernatur id dignissimos suscipit occaecati porro quae exercitationem id saepe aspernatur. Ideal for co-living looking for a premium stay near Dwarka."
PG006423,Skyline Residency,Mumbai,Chembur,16000,Double,No,Yes,Yes,Both,"Skyline Residency is a double-sharing PG located in Chembur, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Voluptatum quisquam autem atque quod fugit quas fugiat distinctio aspernatur adipisci. Ideal for boys looking for a premium stay near Chembur."
PG006424,Silver Oak Nest,Bangalore,Marathahalli,23700,Single,Yes,Yes,Yes,Veg,"Silver Oak Nest is a single-sharing PG located in Marathahalli, Bangalore, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Quo praesentium porro voluptatibus deserunt occaecati sequi sit deleniti excepturi itaque qui laboriosam atque aliquid. Ideal for co-living looking for a premium stay near Marathahalli."
PG006425,Metro Homestay PG,Delhi,Mukherjee Nagar,9600,Dorm,Yes,Yes,No,None,"Metro Homestay PG is a dorm-sharing PG located in Mukherjee Nagar, Delhi, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Quisquam a ea ducimus eius repudiandae repudiandae deleniti dolorem ipsam reprehenderit. Ideal for students looking for a premium stay near Mukherjee Nagar."
PG006426,Silver Oak PG for Co-living,Bangalore,Electronic City,21100,Single,No,Yes,Yes,Veg,"Silver Oak PG for Co-living is a single-sharing PG located in Electronic City, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. A quas accusamus laudantium ut distinctio possimus quo perspiciatis beatae temporibus totam vitae autem dignissimos quos. Ideal for co-living looking for a premium stay near Electronic City."
